promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition,invalid_date_range_flag,negative_discount_flag,invalid_expected_response_rate_flag,invalid_budget_flag,is_valid_date_range
727,Acquisition_Free_Shipping_727,Free_Shipping,0.0,92.9,2024-09-02,2024-07-31,33,High_Value,Push,Acquisition,Unknown,0.179,22792.8,10.97,True,False,False,False,False
728,Upsell_Fixed_Amount_728,Fixed_Amount,35.89,81.11,2025-04-29,2025-05-10,11,Medium_Value,Website_Banner,Upsell,Unknown,0.153,49346.13,42.85,False,False,False,False,True
729,Upsell_Percentage_Discount_729,Percentage_Discount,33.2,0.0,2025-05-17,2025-05-31,14,All_Customers,In_App,Upsell,Unknown,0.238,25689.71,5.9,False,False,False,False,True
730,Acquisition_Fixed_Amount_730,Fixed_Amount,78.38,40.14,2025-08-03,2025-08-21,18,Medium_Value,Social,Acquisition,Unknown,0.158,27873.21,44.79,False,False,False,False,True
731,Cross_Sell_Percentage_Discount_731,Percentage_Discount,5.1,2.63,2024-09-10,2024-09-23,13,Lapsed,Push,Cross_Sell,Unknown,0.096,7934.58,27.22,False,False,False,False,True
732,Acquisition_BOGO_732,BOGO,0.0,37.03,2025-01-01,2025-02-26,56,Medium_Value,Website_Banner,Acquisition,Unknown,0.153,31324.23,9.43,False,False,False,False,True
733,Acquisition_Free_Shipping_733,Free_Shipping,0.0,74.67,2024-12-24,2025-02-15,53,Medium_Value,Email,Acquisition,Electronics,0.059,20350.13,11.9,False,False,False,False,True
734,Cross_Sell_Percentage_Discount_734,Percentage_Discount,9.4,0.0,2024-12-22,2024-12-25,3,Medium_Value,SMS,Cross_Sell,Books,0.068,27814.29,28.34,False,False,False,False,True
735,Retention_BOGO_735,BOGO,0.0,97.79,2025-09-15,2025-09-21,6,Medium_Value,Website_Banner,Retention,Clothing,0.106,6664.16,9.5,False,False,False,False,True
736,Upsell_Percentage_Discount_736,Percentage_Discount,45.6,0.0,2025-01-03,2025-01-09,6,Medium_Value,SMS,Upsell,Unknown,0.213,32231.94,12.47,False,False,False,False,True
737,Upsell_Percentage_Discount_737,Percentage_Discount,13.5,12.78,2025-04-25,2025-05-09,14,High_Value,Website_Banner,Upsell,Beauty,0.213,27230.38,19.94,False,False,False,False,True
738,Acquisition_Free_Shipping_738,Free_Shipping,0.0,0.0,2024-10-25,2024-09-30,25,All_Customers,In_App,Acquisition,Unknown,0.235,13938.65,28.33,True,False,False,False,False
739,Cross_Sell_Fixed_Amount_739,Fixed_Amount,83.56,82.42,2025-05-29,2025-06-04,6,Low_Value,Push,Cross_Sell,Unknown,0.083,32599.34,21.74,False,False,False,False,True
740,Retention_Fixed_Amount_740,Fixed_Amount,64.0,0.0,2024-10-17,2024-11-02,16,Medium_Value,Social,Retention,Unknown,0.126,31501.72,31.61,False,False,False,False,True
741,Cross_Sell_BOGO_741,BOGO,0.0,0.0,2025-01-21,2025-02-11,21,Low_Value,Email,Cross_Sell,Unknown,0.121,40285.73,20.55,False,False,False,False,True
742,Cross_Sell_BOGO_742,BOGO,0.0,0.0,2025-07-15,2025-08-01,17,Low_Value,In_App,Cross_Sell,Sports,0.178,9245.61,33.23,False,False,False,False,True
743,Upsell_Free_Shipping_743,Free_Shipping,0.0,65.28,2025-01-24,2025-02-01,8,New_Customer,SMS,Upsell,Electronics,0.165,48671.55,48.1,False,False,False,False,True
744,Cross_Sell_Free_Shipping_744,Free_Shipping,0.0,94.16,2025-05-04,2025-05-20,16,Low_Value,SMS,Cross_Sell,Home,0.152,22078.4,44.54,False,False,False,False,True
745,Reactivation_Percentage_Discount_745,Percentage_Discount,31.6,78.24,2024-12-18,2025-02-16,60,Lapsed,Social,Reactivation,Unknown,0.23,2462.62,35.32,False,False,False,False,True
746,Acquisition_BOGO_746,BOGO,0.0,0.0,2025-02-15,2025-04-13,57,Medium_Value,Social,Acquisition,Unknown,0.059,1504.01,23.85,False,False,False,False,True
747,Cross_Sell_Percentage_Discount_747,Percentage_Discount,47.5,0.0,2024-11-06,2024-11-27,21,High_Value,Social,Cross_Sell,Sports,0.112,16735.19,39.37,False,False,False,False,True
748,Retention_Fixed_Amount_748,Fixed_Amount,85.28,,2024-07-24,2024-08-06,13,High_Value,SMS,Retention,Unknown,0.246,17091.67,35.39,False,False,False,False,True
749,Upsell_Percentage_Discount_749,Percentage_Discount,35.5,14.47,2025-01-17,2025-02-06,20,High_Value,Push,Upsell,Unknown,0.174,38639.13,24.34,False,False,False,False,True
750,Cross_Sell_Fixed_Amount_750,Fixed_Amount,91.66,0.0,2025-01-14,2025-01-22,8,Medium_Value,Push,Cross_Sell,Unknown,0.12,5242.84,25.46,False,False,False,False,True
751,Reactivation_BOGO_751,BOGO,0.0,34.03,2024-11-01,2024-11-15,14,Low_Value,Social,Reactivation,Home,0.082,14643.82,39.13,False,False,False,False,True
752,Retention_Fixed_Amount_752,Fixed_Amount,87.46,58.27,2025-06-17,2025-06-24,7,Low_Value,Email,Retention,Unknown,0.153,3541.84,33.55,False,False,False,False,True
753,Reactivation_Free_Shipping_753,Free_Shipping,0.0,0.0,2025-03-10,2025-04-20,41,Low_Value,Push,Reactivation,Unknown,0.237,31626.29,14.1,False,False,False,False,True
754,Retention_BOGO_754,BOGO,0.0,72.05,2025-06-13,2025-06-19,6,New_Customer,Website_Banner,Retention,Unknown,0.075,42935.69,9.15,False,False,False,False,True
755,Acquisition_Free_Shipping_755,Free_Shipping,0.0,11.37,2025-05-25,2025-07-16,52,Lapsed,Push,Acquisition,Unknown,0.162,39840.63,24.62,False,False,False,False,True
756,Acquisition_Free_Shipping_756,Free_Shipping,0.0,74.87,2024-07-31,2024-09-15,46,New_Customer,Social,Acquisition,Unknown,0.067,4512.99,34.49,False,False,False,False,True
757,Acquisition_Percentage_Discount_757,Percentage_Discount,10.6,3.3,2024-07-29,2024-08-12,14,All_Customers,SMS,Acquisition,Beauty,0.112,46502.13,37.61,False,False,False,False,True
758,Upsell_Percentage_Discount_758,Percentage_Discount,36.9,84.25,2025-06-01,2025-06-11,10,Medium_Value,Push,Upsell,Unknown,0.23,19916.34,46.99,False,False,False,False,True
759,Upsell_Fixed_Amount_759,Fixed_Amount,36.68,11.38,2025-09-12,2025-09-30,18,Lapsed,Email,Upsell,Unknown,0.182,39590.71,6.57,False,False,False,False,True
760,Retention_Free_Shipping_760,Free_Shipping,0.0,1.76,2024-11-01,2024-11-18,17,All_Customers,Website_Banner,Retention,Books,0.238,26838.53,7.28,False,False,False,False,True
761,Upsell_Percentage_Discount_761,Percentage_Discount,17.9,88.83,2024-08-13,2024-08-16,3,Lapsed,Email,Upsell,Electronics,0.247,11293.02,30.51,False,False,False,False,True
762,Upsell_BOGO_762,BOGO,0.0,0.0,2025-08-10,2025-08-15,5,Medium_Value,Social,Upsell,Unknown,0.127,44300.06,33.09,False,False,False,False,True
763,Cross_Sell_BOGO_763,BOGO,0.0,93.19,2025-04-02,2025-03-12,21,Low_Value,Email,Cross_Sell,Beauty,0.237,1393.13,38.94,True,False,False,False,False
764,Retention_Fixed_Amount_764,Fixed_Amount,71.27,57.27,2024-07-17,2024-07-27,10,New_Customer,Email,Retention,Unknown,0.077,6966.16,14.38,False,False,False,False,True
765,Acquisition_BOGO_765,BOGO,0.0,87.4,2025-08-01,2025-09-12,42,New_Customer,Push,Acquisition,Unknown,0.178,8694.93,32.43,False,False,False,False,True
766,Upsell_Free_Shipping_766,Free_Shipping,0.0,44.26,2025-05-24,2025-06-13,20,New_Customer,In_App,Upsell,Books,0.201,48948.46,16.9,False,False,False,False,True
767,Reactivation_Fixed_Amount_767,Fixed_Amount,71.13,99.56,2024-07-06,2024-08-21,46,New_Customer,Social,Reactivation,Unknown,0.127,22336.74,26.0,False,False,False,False,True
768,Cross_Sell_Fixed_Amount_768,Fixed_Amount,85.94,6.69,2024-07-07,2024-07-16,9,Low_Value,Push,Cross_Sell,Unknown,0.067,20211.74,19.33,False,False,False,False,True
769,Cross_Sell_Percentage_Discount_769,Percentage_Discount,11.8,48.37,2024-10-28,2024-11-11,14,All_Customers,Website_Banner,Cross_Sell,Unknown,0.224,20604.74,34.46,False,False,False,False,True
770,Acquisition_Free_Shipping_770,Free_Shipping,0.0,0.0,2024-10-08,2024-08-22,47,New_Customer,Push,Acquisition,Beauty,0.062,24729.36,23.87,True,False,False,False,False
771,Reactivation_BOGO_771,BOGO,0.0,,2025-01-27,2025-03-19,51,Medium_Value,Website_Banner,Reactivation,Unknown,0.182,40517.01,44.24,False,False,False,False,True
772,Cross_Sell_Percentage_Discount_772,Percentage_Discount,14.2,33.5,2024-10-01,2024-09-15,16,All_Customers,Social,Cross_Sell,Clothing,0.119,42370.91,15.17,True,False,False,False,False
773,Cross_Sell_Free_Shipping_773,Free_Shipping,0.0,4.75,2025-01-28,2025-01-31,3,Lapsed,Push,Cross_Sell,Clothing,0.147,8743.01,43.92,False,False,False,False,True
774,Cross_Sell_Percentage_Discount_774,Percentage_Discount,19.8,25.17,2025-02-08,2025-02-18,10,High_Value,SMS,Cross_Sell,Unknown,0.133,28226.61,9.21,False,False,False,False,True
775,Reactivation_Percentage_Discount_775,Percentage_Discount,31.2,87.97,2024-11-08,2024-12-11,33,Low_Value,Push,Reactivation,Clothing,0.083,40860.38,22.28,False,False,False,False,True
776,Retention_Percentage_Discount_776,Percentage_Discount,6.4,59.59,2025-08-15,2025-08-27,12,Medium_Value,Website_Banner,Retention,Books,0.181,12619.89,24.35,False,False,False,False,True
777,Cross_Sell_Fixed_Amount_777,Fixed_Amount,95.02,4.7,2024-08-01,2024-08-07,6,Lapsed,SMS,Cross_Sell,Unknown,0.221,3287.97,47.58,False,False,False,False,True
778,Reactivation_Free_Shipping_778,Free_Shipping,0.0,33.94,2025-05-21,2025-06-05,15,Medium_Value,Push,Reactivation,Unknown,0.081,26860.06,9.32,False,False,False,False,True
779,Upsell_Fixed_Amount_779,Fixed_Amount,89.02,25.13,2025-01-20,2025-01-30,10,Lapsed,Social,Upsell,Unknown,0.141,27043.93,6.59,False,False,False,False,True
780,Reactivation_Percentage_Discount_780,Percentage_Discount,10.1,90.53,2024-12-28,2025-02-02,36,Lapsed,SMS,Reactivation,Unknown,0.235,28370.49,8.98,False,False,False,False,True
781,Acquisition_Free_Shipping_781,Free_Shipping,0.0,47.55,2025-03-29,2025-05-11,43,Low_Value,In_App,Acquisition,Unknown,0.126,11120.92,35.46,False,False,False,False,True
782,Cross_Sell_Fixed_Amount_782,Fixed_Amount,30.74,99.41,2025-03-12,2025-04-02,21,High_Value,Push,Cross_Sell,Unknown,0.124,23448.9,18.34,False,False,False,False,True
783,Upsell_BOGO_783,BOGO,0.0,40.23,2024-08-05,2024-08-13,8,Low_Value,In_App,Upsell,Sports,0.204,5533.75,7.38,False,False,False,False,True
784,Cross_Sell_Free_Shipping_784,Free_Shipping,0.0,0.0,2025-03-06,2025-03-13,7,All_Customers,Website_Banner,Cross_Sell,Unknown,0.15,43890.93,12.04,False,False,False,False,True
785,Acquisition_Percentage_Discount_785,Percentage_Discount,29.3,55.61,2025-07-18,2025-08-22,35,New_Customer,In_App,Acquisition,Unknown,0.239,37852.95,7.8,False,False,False,False,True
786,Cross_Sell_BOGO_786,BOGO,0.0,10.53,2025-07-27,2025-08-16,20,Medium_Value,Social,Cross_Sell,Unknown,0.233,17450.29,39.62,False,False,False,False,True
787,Acquisition_Percentage_Discount_787,Percentage_Discount,33.7,0.0,2024-11-09,2024-12-12,33,New_Customer,Email,Acquisition,Unknown,0.231,46580.77,36.67,False,False,False,False,True
788,Cross_Sell_Percentage_Discount_788,Percentage_Discount,33.4,85.17,2024-12-21,2024-12-25,4,Lapsed,In_App,Cross_Sell,Home,0.063,15325.5,7.43,False,False,False,False,True
789,Retention_Free_Shipping_789,Free_Shipping,0.0,59.34,2025-07-03,2025-07-20,17,Low_Value,In_App,Retention,Sports,0.217,4097.02,36.87,False,False,False,False,True
790,Upsell_BOGO_790,BOGO,0.0,42.3,2024-07-19,2024-07-30,11,New_Customer,Social,Upsell,Home,0.057,7832.1,49.16,False,False,False,False,True
791,Cross_Sell_Percentage_Discount_791,Percentage_Discount,22.1,62.75,2025-04-27,2025-05-03,6,High_Value,Social,Cross_Sell,Unknown,0.066,4540.85,43.33,False,False,False,False,True
792,Acquisition_Free_Shipping_792,Free_Shipping,0.0,8.2,2025-01-07,2025-03-03,55,Low_Value,Social,Acquisition,Unknown,0.077,17499.75,48.2,False,False,False,False,True
793,Upsell_Fixed_Amount_793,Fixed_Amount,43.58,64.18,2025-05-11,2025-05-31,20,New_Customer,Social,Upsell,Electronics,0.191,32925.52,44.19,False,False,False,False,True
794,Acquisition_Fixed_Amount_794,Fixed_Amount,97.85,33.43,2024-10-28,2024-12-19,52,New_Customer,Push,Acquisition,Unknown,0.13,2792.61,47.35,False,False,False,False,True
795,Reactivation_Fixed_Amount_795,Fixed_Amount,73.57,86.48,2025-02-10,2025-03-21,39,Low_Value,In_App,Reactivation,Unknown,0.116,5132.6,42.37,False,False,False,False,True
796,Retention_Percentage_Discount_796,Percentage_Discount,33.9,0.0,2025-01-07,2025-01-17,10,High_Value,Social,Retention,Unknown,0.168,28621.14,43.44,False,False,False,False,True
797,Acquisition_BOGO_797,BOGO,0.0,0.0,2025-01-31,2025-03-06,34,Low_Value,Push,Acquisition,Beauty,0.052,2484.04,42.49,False,False,False,False,True
798,Retention_BOGO_798,BOGO,0.0,5.77,2025-01-10,2025-01-30,20,Lapsed,Push,Retention,Home,0.168,2864.84,29.96,False,False,False,False,True
799,Cross_Sell_BOGO_799,BOGO,0.0,66.46,2025-07-13,2025-07-20,7,All_Customers,SMS,Cross_Sell,Unknown,0.233,27591.46,48.3,False,False,False,False,True
800,Upsell_Free_Shipping_800,Free_Shipping,0.0,22.77,2025-01-05,2025-01-21,16,Medium_Value,SMS,Upsell,Unknown,0.055,37651.49,17.67,False,False,False,False,True
801,Upsell_Percentage_Discount_801,Percentage_Discount,24.1,0.0,2025-06-29,2025-07-02,3,New_Customer,Push,Upsell,Beauty,0.205,45783.29,25.5,False,False,False,False,True
802,Upsell_BOGO_802,BOGO,0.0,22.37,2024-08-31,2024-09-12,12,Lapsed,SMS,Upsell,Unknown,0.094,26407.67,40.91,False,False,False,False,True
803,Reactivation_Percentage_Discount_803,Percentage_Discount,41.7,0.0,2024-08-22,2024-10-12,51,Low_Value,Social,Reactivation,Unknown,0.068,11977.12,36.32,False,False,False,False,True
804,Acquisition_Free_Shipping_804,Free_Shipping,0.0,13.67,2024-11-04,2024-12-19,45,Low_Value,Push,Acquisition,Unknown,0.241,40613.32,19.78,False,False,False,False,True
805,Reactivation_BOGO_805,BOGO,0.0,44.19,2025-05-07,2025-06-20,44,High_Value,SMS,Reactivation,Unknown,0.23,11350.65,32.72,False,False,False,False,True
806,Retention_Free_Shipping_806,Free_Shipping,0.0,38.26,2025-01-30,2025-02-06,7,Lapsed,Social,Retention,Unknown,0.124,33048.71,34.87,False,False,False,False,True
807,Reactivation_Fixed_Amount_807,Fixed_Amount,81.22,12.93,2025-06-30,2025-08-03,34,High_Value,In_App,Reactivation,Clothing,0.161,15229.18,42.61,False,False,False,False,True
808,Upsell_Percentage_Discount_808,Percentage_Discount,23.2,0.0,2024-09-30,2024-10-04,4,High_Value,Email,Upsell,Home,0.054,17366.61,24.1,False,False,False,False,True
809,Retention_Fixed_Amount_809,Fixed_Amount,41.64,63.15,2025-06-02,2025-06-12,10,High_Value,In_App,Retention,Home,0.217,12578.55,11.38,False,False,False,False,True
810,Retention_BOGO_810,BOGO,0.0,27.15,2025-01-21,2025-02-06,16,High_Value,In_App,Retention,Unknown,0.104,37348.77,22.59,False,False,False,False,True
811,Retention_BOGO_811,BOGO,0.0,14.62,2024-09-16,2024-10-06,20,Low_Value,Website_Banner,Retention,Books,0.149,6493.65,6.0,False,False,False,False,True
812,Upsell_Fixed_Amount_812,Fixed_Amount,95.13,29.35,2025-09-18,2025-09-29,11,New_Customer,Push,Upsell,Unknown,0.146,36219.65,12.77,False,False,False,False,True
813,Upsell_Percentage_Discount_813,Percentage_Discount,30.7,1.74,2025-05-19,2025-06-06,18,All_Customers,Social,Upsell,Books,0.16,45818.61,10.73,False,False,False,False,True
814,Acquisition_BOGO_814,BOGO,0.0,0.0,2025-01-11,2025-01-28,17,All_Customers,Social,Acquisition,Unknown,0.081,39626.2,34.9,False,False,False,False,True
815,Retention_Percentage_Discount_815,Percentage_Discount,7.6,17.02,2025-01-25,2025-02-07,13,Low_Value,SMS,Retention,Unknown,0.068,10606.41,29.81,False,False,False,False,True
816,Acquisition_BOGO_816,BOGO,0.0,21.26,2024-08-11,2024-08-27,16,All_Customers,Website_Banner,Acquisition,Unknown,0.154,23084.25,23.84,False,False,False,False,True
817,Upsell_BOGO_817,BOGO,0.0,0.0,2025-08-15,2025-08-20,5,All_Customers,SMS,Upsell,Electronics,0.091,14580.5,48.79,False,False,False,False,True
818,Reactivation_BOGO_818,BOGO,0.0,92.48,2024-09-15,2024-10-19,34,Medium_Value,Social,Reactivation,Unknown,0.104,47071.68,45.35,False,False,False,False,True
819,Reactivation_Percentage_Discount_819,Percentage_Discount,6.2,13.07,2024-07-07,2024-08-11,35,Lapsed,Social,Reactivation,Unknown,0.231,26666.1,12.31,False,False,False,False,True
820,Upsell_Percentage_Discount_820,Percentage_Discount,16.3,7.09,2024-11-07,2024-11-18,11,High_Value,In_App,Upsell,Clothing,0.161,49308.22,11.66,False,False,False,False,True
821,Upsell_BOGO_821,BOGO,0.0,0.13,2024-11-06,2024-11-23,17,Low_Value,Social,Upsell,Beauty,0.154,8697.45,29.27,False,False,False,False,True
822,Cross_Sell_BOGO_822,BOGO,0.0,72.32,2025-04-01,2025-04-10,9,New_Customer,Email,Cross_Sell,Electronics,0.166,35528.06,10.99,False,False,False,False,True
823,Upsell_Free_Shipping_823,Free_Shipping,0.0,34.34,2025-01-26,2025-02-10,15,High_Value,SMS,Upsell,Clothing,0.217,28556.95,42.32,False,False,False,False,True
824,Reactivation_Free_Shipping_824,Free_Shipping,0.0,99.32,2024-07-29,2024-08-23,25,New_Customer,Social,Reactivation,Unknown,0.2,1900.84,10.92,False,False,False,False,True
825,Reactivation_Percentage_Discount_825,Percentage_Discount,36.5,42.54,2024-10-10,2024-11-29,50,All_Customers,SMS,Reactivation,Electronics,0.109,11609.32,37.52,False,False,False,False,True
826,Retention_Free_Shipping_826,Free_Shipping,0.0,6.0,2025-01-05,2025-01-20,15,All_Customers,SMS,Retention,Beauty,0.183,17677.52,33.28,False,False,False,False,True
827,Cross_Sell_Fixed_Amount_827,Fixed_Amount,37.27,18.7,2025-04-18,2025-04-29,11,Lapsed,Push,Cross_Sell,Sports,0.1,16051.83,7.72,False,False,False,False,True
828,Acquisition_Percentage_Discount_828,Percentage_Discount,8.2,0.0,2025-01-10,2025-03-08,57,Low_Value,Email,Acquisition,Unknown,0.114,23506.76,25.8,False,False,False,False,True
829,Retention_Fixed_Amount_829,Fixed_Amount,90.99,56.62,2025-03-25,2025-03-29,4,New_Customer,In_App,Retention,Books,0.16,44025.19,40.56,False,False,False,False,True
830,Retention_Percentage_Discount_830,Percentage_Discount,35.1,37.05,2025-06-11,2025-06-23,12,High_Value,SMS,Retention,Unknown,0.12,49933.29,8.36,False,False,False,False,True
831,Upsell_Percentage_Discount_831,Percentage_Discount,16.9,37.55,2025-06-01,2025-06-20,19,High_Value,Social,Upsell,Unknown,0.173,46402.45,30.82,False,False,False,False,True
832,Upsell_Fixed_Amount_832,Fixed_Amount,82.66,1.25,2024-10-02,2024-10-23,21,Low_Value,Website_Banner,Upsell,Electronics,0.132,35906.23,48.93,False,False,False,False,True
833,Upsell_BOGO_833,BOGO,0.0,0.0,2025-01-23,2025-02-07,15,All_Customers,Website_Banner,Upsell,Unknown,0.194,3723.17,32.54,False,False,False,False,True
834,Acquisition_Fixed_Amount_834,Fixed_Amount,98.17,0.0,2025-01-28,2025-03-17,48,New_Customer,Social,Acquisition,Unknown,0.146,34222.25,8.66,False,False,False,False,True
835,Acquisition_BOGO_835,BOGO,0.0,11.85,2024-10-09,2024-11-03,25,All_Customers,Website_Banner,Acquisition,Electronics,0.227,27030.64,10.11,False,False,False,False,True
836,Reactivation_Fixed_Amount_836,Fixed_Amount,75.69,73.66,2025-07-10,2025-05-16,55,New_Customer,Push,Reactivation,Beauty,0.212,26745.93,28.37,True,False,False,False,False
837,Upsell_Free_Shipping_837,Free_Shipping,0.0,0.0,2024-12-20,2025-01-07,18,High_Value,SMS,Upsell,Sports,0.139,16216.39,26.68,False,False,False,False,True
838,Retention_Free_Shipping_838,Free_Shipping,0.0,71.68,2025-02-21,2025-03-05,12,All_Customers,Social,Retention,Home,0.141,2093.27,44.0,False,False,False,False,True
839,Cross_Sell_Free_Shipping_839,Free_Shipping,0.0,0.0,2025-06-22,2025-07-06,14,Lapsed,Social,Cross_Sell,Unknown,0.101,26600.22,18.62,False,False,False,False,True
840,Retention_BOGO_840,BOGO,0.0,49.2,2024-10-11,2024-10-16,5,Low_Value,In_App,Retention,Unknown,0.055,46232.81,31.68,False,False,False,False,True
841,Acquisition_Free_Shipping_841,Free_Shipping,0.0,69.74,2025-07-29,2025-08-29,31,Lapsed,Push,Acquisition,Books,0.054,2849.77,12.63,False,False,False,False,True
842,Retention_Free_Shipping_842,Free_Shipping,0.0,0.0,2025-06-19,2025-06-25,6,Lapsed,In_App,Retention,Unknown,0.192,29425.14,6.5,False,False,False,False,True
843,Upsell_Percentage_Discount_843,Percentage_Discount,47.3,0.0,2025-02-28,2025-03-14,14,High_Value,SMS,Upsell,Unknown,0.176,9748.06,36.19,False,False,False,False,True
844,Acquisition_BOGO_844,BOGO,0.0,92.85,2025-04-21,2025-06-09,49,High_Value,Social,Acquisition,Unknown,0.177,46825.38,25.59,False,False,False,False,True
845,Retention_Fixed_Amount_845,Fixed_Amount,18.57,0.0,2025-04-10,2025-04-16,6,Medium_Value,Website_Banner,Retention,Unknown,0.073,15185.65,45.51,False,False,False,False,True
846,Acquisition_BOGO_846,BOGO,0.0,0.0,2024-08-28,2024-10-13,46,New_Customer,SMS,Acquisition,Unknown,0.057,31965.73,39.91,False,False,False,False,True
847,Upsell_Fixed_Amount_847,Fixed_Amount,55.15,68.46,2024-12-18,2024-12-26,8,Low_Value,Push,Upsell,Unknown,0.088,31522.45,47.02,False,False,False,False,True
848,Retention_BOGO_848,BOGO,0.0,,2025-06-30,2025-07-04,4,Lapsed,Website_Banner,Retention,Unknown,0.142,29146.54,15.24,False,False,False,False,True
849,Cross_Sell_Fixed_Amount_849,Fixed_Amount,22.23,3.62,2025-09-07,2025-09-28,21,High_Value,Email,Cross_Sell,Home,0.071,37184.23,44.78,False,False,False,False,True
850,Acquisition_Fixed_Amount_850,Fixed_Amount,37.99,78.47,2024-12-10,2024-12-26,16,Low_Value,Social,Acquisition,Unknown,0.064,11513.64,18.2,False,False,False,False,True
851,Retention_Free_Shipping_851,Free_Shipping,0.0,31.43,2024-08-20,2024-09-01,12,New_Customer,SMS,Retention,Home,0.085,23873.0,17.45,False,False,False,False,True
852,Retention_Fixed_Amount_852,Fixed_Amount,73.96,82.29,2025-04-18,2025-05-09,21,All_Customers,In_App,Retention,Unknown,0.065,29524.32,48.29,False,False,False,False,True
853,Upsell_Fixed_Amount_853,Fixed_Amount,41.87,0.0,2024-11-14,2024-12-04,20,Lapsed,Website_Banner,Upsell,Unknown,0.182,42521.77,14.27,False,False,False,False,True
854,Reactivation_Free_Shipping_854,Free_Shipping,0.0,96.38,2024-07-12,2024-08-18,37,Low_Value,SMS,Reactivation,Unknown,0.169,16658.74,7.55,False,False,False,False,True
855,Upsell_Percentage_Discount_855,Percentage_Discount,21.2,3.38,2025-03-27,2025-03-31,4,High_Value,Social,Upsell,Unknown,0.098,24520.95,27.3,False,False,False,False,True
856,Reactivation_BOGO_856,BOGO,0.0,,2025-07-08,2025-08-11,34,New_Customer,In_App,Reactivation,Beauty,0.202,23046.69,6.84,False,False,False,False,True
857,Reactivation_Fixed_Amount_857,Fixed_Amount,24.26,0.0,2024-08-06,2024-09-07,32,New_Customer,SMS,Reactivation,Books,0.199,49453.44,12.91,False,False,False,False,True
858,Cross_Sell_Percentage_Discount_858,Percentage_Discount,16.9,94.23,2024-09-29,2024-10-14,15,New_Customer,Push,Cross_Sell,Unknown,0.064,37850.67,10.55,False,False,False,False,True
859,Cross_Sell_Fixed_Amount_859,Fixed_Amount,47.74,28.87,2024-08-23,2024-09-09,17,Low_Value,Website_Banner,Cross_Sell,Books,0.205,22513.37,5.5,False,False,False,False,True
860,Cross_Sell_Fixed_Amount_860,Fixed_Amount,79.12,0.0,2025-08-12,2025-08-15,3,Low_Value,SMS,Cross_Sell,Electronics,0.197,5968.51,34.61,False,False,False,False,True
861,Acquisition_Fixed_Amount_861,Fixed_Amount,79.58,25.22,2025-04-02,2025-04-29,27,All_Customers,Social,Acquisition,Electronics,0.114,14775.47,46.15,False,False,False,False,True
862,Cross_Sell_Free_Shipping_862,Free_Shipping,0.0,68.73,2024-08-09,2024-08-29,20,Low_Value,Website_Banner,Cross_Sell,Home,0.07,33214.14,12.59,False,False,False,False,True
863,Acquisition_Fixed_Amount_863,Fixed_Amount,88.37,44.54,2024-08-29,2024-10-11,43,Low_Value,Push,Acquisition,Unknown,0.06,2491.67,23.69,False,False,False,False,True
864,Upsell_Percentage_Discount_864,Percentage_Discount,10.1,78.47,2025-05-15,2025-05-29,14,Low_Value,Website_Banner,Upsell,Unknown,0.175,42464.49,17.63,False,False,False,False,True
865,Reactivation_Fixed_Amount_865,Fixed_Amount,12.38,2.33,2024-10-01,2024-10-17,16,Lapsed,SMS,Reactivation,Home,0.206,38931.71,5.16,False,False,False,False,True
866,Upsell_BOGO_866,BOGO,0.0,0.0,2025-08-06,2025-08-21,15,Medium_Value,Push,Upsell,Books,0.12,43417.51,8.71,False,False,False,False,True
867,Cross_Sell_Free_Shipping_867,Free_Shipping,0.0,12.37,2025-04-07,2025-04-13,6,Lapsed,Social,Cross_Sell,Sports,0.205,31693.26,41.75,False,False,False,False,True
868,Reactivation_Free_Shipping_868,Free_Shipping,0.0,0.0,2024-08-03,2024-09-12,40,New_Customer,Push,Reactivation,Unknown,0.091,48509.33,48.74,False,False,False,False,True
869,Acquisition_Free_Shipping_869,Free_Shipping,0.0,0.0,2024-08-13,2024-09-02,20,High_Value,Social,Acquisition,Unknown,0.14,23700.79,29.49,False,False,False,False,True
870,Retention_Free_Shipping_870,Free_Shipping,0.0,93.34,2025-09-08,2025-09-11,3,Low_Value,Social,Retention,Sports,0.064,17761.29,6.45,False,False,False,False,True
871,Acquisition_Fixed_Amount_871,Fixed_Amount,36.19,87.24,2024-08-17,2024-09-22,36,Medium_Value,Push,Acquisition,Sports,0.169,3137.31,18.89,False,False,False,False,True
872,Upsell_BOGO_872,BOGO,0.0,0.0,2024-07-24,2024-08-04,11,Low_Value,Email,Upsell,Sports,0.172,45986.74,25.34,False,False,False,False,True
873,Retention_Percentage_Discount_873,Percentage_Discount,23.4,20.64,2025-06-15,2025-06-18,3,High_Value,Website_Banner,Retention,Unknown,0.165,13078.49,24.11,False,False,False,False,True
874,Acquisition_BOGO_874,BOGO,0.0,0.0,2024-12-08,2025-01-18,41,Low_Value,Push,Acquisition,Clothing,0.116,20499.09,36.41,False,False,False,False,True
875,Reactivation_Fixed_Amount_875,Fixed_Amount,75.59,88.78,2024-11-08,2024-12-21,43,New_Customer,Social,Reactivation,Unknown,0.128,49961.54,44.24,False,False,False,False,True
