promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,total_orders,total_customers,total_revenue,total_items_sold,avg_order_value,attributed_orders,attributed_revenue,budget_allocated,cost_per_acquisition,estimated_cpa,revenue_per_budget,campaign_status,invalid_date_range_flag,negative_discount_flag,invalid_expected_response_rate_flag,invalid_budget_flag
793,Upsell_Fixed_Amount_793,Fixed_Amount,43.58,64.18,2025-05-11,2025-05-31,20,New_Customer,Social,Upsell,Electronics,0.191,2,2,288.88,10,144.44,2,288.88,32925.52,44.19,16462.76,0.0088,Completed,False,False,False,False
794,Acquisition_Fixed_Amount_794,Fixed_Amount,97.85,33.43,2024-10-28,2024-12-19,52,New_Customer,Push,Acquisition,Unknown,0.13,6,6,792.54,32,132.09,6,792.54,2792.61,47.35,465.44,0.2838,Completed,False,False,False,False
795,Reactivation_Fixed_Amount_795,Fixed_Amount,73.57,86.48,2025-02-10,2025-03-21,39,Low_Value,In_App,Reactivation,Unknown,0.116,0,0,0.0,0,,0,0.0,5132.6,42.37,,0.0,Completed,False,False,False,False
796,Retention_Percentage_Discount_796,Percentage_Discount,33.9,0.0,2025-01-07,2025-01-17,10,High_Value,Social,Retention,Unknown,0.168,0,0,0.0,0,,0,0.0,28621.14,43.44,,0.0,Completed,False,False,False,False
797,Acquisition_BOGO_797,BOGO,0.0,0.0,2025-01-31,2025-03-06,34,Low_Value,Push,Acquisition,Beauty,0.052,1,1,98.7,4,98.7,1,98.7,2484.04,42.49,2484.04,0.0397,Completed,False,False,False,False
798,Retention_BOGO_798,BOGO,0.0,5.77,2025-01-10,2025-01-30,20,Lapsed,Push,Retention,Home,0.168,0,0,0.0,0,,0,0.0,2864.84,29.96,,0.0,Completed,False,False,False,False
799,Cross_Sell_BOGO_799,BOGO,0.0,66.46,2025-07-13,2025-07-20,7,All_Customers,SMS,Cross_Sell,Unknown,0.233,0,0,0.0,0,,0,0.0,27591.46,48.3,,0.0,Completed,False,False,False,False
800,Upsell_Free_Shipping_800,Free_Shipping,0.0,22.77,2025-01-05,2025-01-21,16,Medium_Value,SMS,Upsell,Unknown,0.055,1,1,146.46,7,146.46,1,146.46,37651.49,17.67,37651.49,0.0039,Completed,False,False,False,False
801,Upsell_Percentage_Discount_801,Percentage_Discount,24.1,0.0,2025-06-29,2025-07-02,3,New_Customer,Push,Upsell,Beauty,0.205,0,0,0.0,0,,0,0.0,45783.29,25.5,,0.0,Completed,False,False,False,False
802,Upsell_BOGO_802,BOGO,0.0,22.37,2024-08-31,2024-09-12,12,Lapsed,SMS,Upsell,Unknown,0.094,0,0,0.0,0,,0,0.0,26407.67,40.91,,0.0,Completed,False,False,False,False
803,Reactivation_Percentage_Discount_803,Percentage_Discount,41.7,0.0,2024-08-22,2024-10-12,51,Low_Value,Social,Reactivation,Unknown,0.068,4,4,374.89,19,93.7225,4,374.89,11977.12,36.32,2994.28,0.0313,Completed,False,False,False,False
804,Acquisition_Free_Shipping_804,Free_Shipping,0.0,13.67,2024-11-04,2024-12-19,45,Low_Value,Push,Acquisition,Unknown,0.241,6,6,453.17,24,75.52833333333334,6,453.17,40613.32,19.78,6768.89,0.0112,Completed,False,False,False,False
805,Reactivation_BOGO_805,BOGO,0.0,44.19,2025-05-07,2025-06-20,44,High_Value,SMS,Reactivation,Unknown,0.23,4,4,2226.15,17,556.5375,4,2226.15,11350.65,32.72,2837.66,0.1961,Completed,False,False,False,False
806,Retention_Free_Shipping_806,Free_Shipping,0.0,38.26,2025-01-30,2025-02-06,7,Lapsed,Social,Retention,Unknown,0.124,0,0,0.0,0,,0,0.0,33048.71,34.87,,0.0,Completed,False,False,False,False
807,Reactivation_Fixed_Amount_807,Fixed_Amount,81.22,12.93,2025-06-30,2025-08-03,34,High_Value,In_App,Reactivation,Clothing,0.161,1,1,388.8,6,388.8,1,388.8,15229.18,42.61,15229.18,0.0255,Completed,False,False,False,False
808,Upsell_Percentage_Discount_808,Percentage_Discount,23.2,0.0,2024-09-30,2024-10-04,4,High_Value,Email,Upsell,Home,0.054,0,0,0.0,0,,0,0.0,17366.61,24.1,,0.0,Completed,False,False,False,False
809,Retention_Fixed_Amount_809,Fixed_Amount,41.64,63.15,2025-06-02,2025-06-12,10,High_Value,In_App,Retention,Home,0.217,0,0,0.0,0,,0,0.0,12578.55,11.38,,0.0,Completed,False,False,False,False
810,Retention_BOGO_810,BOGO,0.0,27.15,2025-01-21,2025-02-06,16,High_Value,In_App,Retention,Unknown,0.104,0,0,0.0,0,,0,0.0,37348.77,22.59,,0.0,Completed,False,False,False,False
811,Retention_BOGO_811,BOGO,0.0,14.62,2024-09-16,2024-10-06,20,Low_Value,Website_Banner,Retention,Books,0.149,3,3,175.75,16,58.583333333333336,3,175.75,6493.65,6.0,2164.55,0.0271,Completed,False,False,False,False
812,Upsell_Fixed_Amount_812,Fixed_Amount,95.13,29.35,2025-09-18,2025-09-29,11,New_Customer,Push,Upsell,Unknown,0.146,0,0,0.0,0,,0,0.0,36219.65,12.77,,0.0,Completed,False,False,False,False
813,Upsell_Percentage_Discount_813,Percentage_Discount,30.7,1.74,2025-05-19,2025-06-06,18,All_Customers,Social,Upsell,Books,0.16,7,7,939.93,29,134.2757142857143,7,939.93,45818.61,10.73,6545.52,0.0205,Completed,False,False,False,False
814,Acquisition_BOGO_814,BOGO,0.0,0.0,2025-01-11,2025-01-28,17,All_Customers,Social,Acquisition,Unknown,0.081,10,10,1855.08,32,185.508,10,1855.08,39626.2,34.9,3962.62,0.0468,Completed,False,False,False,False
815,Retention_Percentage_Discount_815,Percentage_Discount,7.6,17.02,2025-01-25,2025-02-07,13,Low_Value,SMS,Retention,Unknown,0.068,2,2,127.83,19,63.915,2,127.83,10606.41,29.81,5303.21,0.0121,Completed,False,False,False,False
816,Acquisition_BOGO_816,BOGO,0.0,21.26,2024-08-11,2024-08-27,16,All_Customers,Website_Banner,Acquisition,Unknown,0.154,4,4,1079.12,17,269.78,4,1079.12,23084.25,23.84,5771.06,0.0467,Completed,False,False,False,False
817,Upsell_BOGO_817,BOGO,0.0,0.0,2025-08-15,2025-08-20,5,All_Customers,SMS,Upsell,Electronics,0.091,0,0,0.0,0,,0,0.0,14580.5,48.79,,0.0,Completed,False,False,False,False
818,Reactivation_BOGO_818,BOGO,0.0,92.48,2024-09-15,2024-10-19,34,Medium_Value,Social,Reactivation,Unknown,0.104,4,4,657.07,30,164.2675,4,657.07,47071.68,45.35,11767.92,0.014,Completed,False,False,False,False
819,Reactivation_Percentage_Discount_819,Percentage_Discount,6.2,13.07,2024-07-07,2024-08-11,35,Lapsed,Social,Reactivation,Unknown,0.231,0,0,0.0,0,,0,0.0,26666.1,12.31,,0.0,Completed,False,False,False,False
820,Upsell_Percentage_Discount_820,Percentage_Discount,16.3,7.09,2024-11-07,2024-11-18,11,High_Value,In_App,Upsell,Clothing,0.161,1,1,439.83,5,439.83,1,439.83,49308.22,11.66,49308.22,0.0089,Completed,False,False,False,False
821,Upsell_BOGO_821,BOGO,0.0,0.13,2024-11-06,2024-11-23,17,Low_Value,Social,Upsell,Beauty,0.154,4,4,338.3,22,84.575,4,338.3,8697.45,29.27,2174.36,0.0389,Completed,False,False,False,False
822,Cross_Sell_BOGO_822,BOGO,0.0,72.32,2025-04-01,2025-04-10,9,New_Customer,Email,Cross_Sell,Electronics,0.166,0,0,0.0,0,,0,0.0,35528.06,10.99,,0.0,Completed,False,False,False,False
823,Upsell_Free_Shipping_823,Free_Shipping,0.0,34.34,2025-01-26,2025-02-10,15,High_Value,SMS,Upsell,Clothing,0.217,0,0,0.0,0,,0,0.0,28556.95,42.32,,0.0,Completed,False,False,False,False
824,Reactivation_Free_Shipping_824,Free_Shipping,0.0,99.32,2024-07-29,2024-08-23,25,New_Customer,Social,Reactivation,Unknown,0.2,2,2,350.4,14,175.2,2,350.4,1900.84,10.92,950.42,0.1843,Completed,False,False,False,False
825,Reactivation_Percentage_Discount_825,Percentage_Discount,36.5,42.54,2024-10-10,2024-11-29,50,All_Customers,SMS,Reactivation,Electronics,0.109,20,20,3727.94,125,186.397,20,3727.94,11609.32,37.52,580.47,0.3211,Completed,False,False,False,False
826,Retention_Free_Shipping_826,Free_Shipping,0.0,6.0,2025-01-05,2025-01-20,15,All_Customers,SMS,Retention,Beauty,0.183,3,3,492.74,31,164.24666666666667,3,492.74,17677.52,33.28,5892.51,0.0279,Completed,False,False,False,False
827,Cross_Sell_Fixed_Amount_827,Fixed_Amount,37.27,18.7,2025-04-18,2025-04-29,11,Lapsed,Push,Cross_Sell,Sports,0.1,0,0,0.0,0,,0,0.0,16051.83,7.72,,0.0,Completed,False,False,False,False
828,Acquisition_Percentage_Discount_828,Percentage_Discount,8.2,0.0,2025-01-10,2025-03-08,57,Low_Value,Email,Acquisition,Unknown,0.114,6,6,638.14,16,106.35666666666667,6,638.14,23506.76,25.8,3917.79,0.0271,Completed,False,False,False,False
829,Retention_Fixed_Amount_829,Fixed_Amount,90.99,56.62,2025-03-25,2025-03-29,4,New_Customer,In_App,Retention,Books,0.16,0,0,0.0,0,,0,0.0,44025.19,40.56,,0.0,Completed,False,False,False,False
830,Retention_Percentage_Discount_830,Percentage_Discount,35.1,37.05,2025-06-11,2025-06-23,12,High_Value,SMS,Retention,Unknown,0.12,1,1,531.28,2,531.28,1,531.28,49933.29,8.36,49933.29,0.0106,Completed,False,False,False,False
831,Upsell_Percentage_Discount_831,Percentage_Discount,16.9,37.55,2025-06-01,2025-06-20,19,High_Value,Social,Upsell,Unknown,0.173,1,1,456.34,16,456.34,1,456.34,46402.45,30.82,46402.45,0.0098,Completed,False,False,False,False
832,Upsell_Fixed_Amount_832,Fixed_Amount,82.66,1.25,2024-10-02,2024-10-23,21,Low_Value,Website_Banner,Upsell,Electronics,0.132,1,1,107.34,9,107.34,1,107.34,35906.23,48.93,35906.23,0.003,Completed,False,False,False,False
833,Upsell_BOGO_833,BOGO,0.0,0.0,2025-01-23,2025-02-07,15,All_Customers,Website_Banner,Upsell,Unknown,0.194,2,2,412.17,16,206.085,2,412.17,3723.17,32.54,1861.59,0.1107,Completed,False,False,False,False
834,Acquisition_Fixed_Amount_834,Fixed_Amount,98.17,0.0,2025-01-28,2025-03-17,48,New_Customer,Social,Acquisition,Unknown,0.146,7,7,833.82,41,119.11714285714285,7,833.82,34222.25,8.66,4888.89,0.0244,Completed,False,False,False,False
835,Acquisition_BOGO_835,BOGO,0.0,11.85,2024-10-09,2024-11-03,25,All_Customers,Website_Banner,Acquisition,Electronics,0.227,4,4,390.77,25,97.6925,4,390.77,27030.64,10.11,6757.66,0.0145,Completed,False,False,False,False
836,Reactivation_Fixed_Amount_836,Fixed_Amount,75.69,73.66,2025-07-10,2025-05-16,55,New_Customer,Push,Reactivation,Beauty,0.212,0,0,0.0,0,,0,0.0,26745.93,28.37,,0.0,Completed,True,False,False,False
837,Upsell_Free_Shipping_837,Free_Shipping,0.0,0.0,2024-12-20,2025-01-07,18,High_Value,SMS,Upsell,Sports,0.139,0,0,0.0,0,,0,0.0,16216.39,26.68,,0.0,Completed,False,False,False,False
838,Retention_Free_Shipping_838,Free_Shipping,0.0,71.68,2025-02-21,2025-03-05,12,All_Customers,Social,Retention,Home,0.141,3,3,293.3,13,97.76666666666667,3,293.3,2093.27,44.0,697.76,0.1401,Completed,False,False,False,False
839,Cross_Sell_Free_Shipping_839,Free_Shipping,0.0,0.0,2025-06-22,2025-07-06,14,Lapsed,Social,Cross_Sell,Unknown,0.101,0,0,0.0,0,,0,0.0,26600.22,18.62,,0.0,Completed,False,False,False,False
840,Retention_BOGO_840,BOGO,0.0,49.2,2024-10-11,2024-10-16,5,Low_Value,In_App,Retention,Unknown,0.055,0,0,0.0,0,,0,0.0,46232.81,31.68,,0.0,Completed,False,False,False,False
841,Acquisition_Free_Shipping_841,Free_Shipping,0.0,69.74,2025-07-29,2025-08-29,31,Lapsed,Push,Acquisition,Books,0.054,0,0,0.0,0,,0,0.0,2849.77,12.63,,0.0,Completed,False,False,False,False
842,Retention_Free_Shipping_842,Free_Shipping,0.0,0.0,2025-06-19,2025-06-25,6,Lapsed,In_App,Retention,Unknown,0.192,0,0,0.0,0,,0,0.0,29425.14,6.5,,0.0,Completed,False,False,False,False
843,Upsell_Percentage_Discount_843,Percentage_Discount,47.3,0.0,2025-02-28,2025-03-14,14,High_Value,SMS,Upsell,Unknown,0.176,3,3,1016.35,10,338.78333333333336,3,1016.35,9748.06,36.19,3249.35,0.1043,Completed,False,False,False,False
844,Acquisition_BOGO_844,BOGO,0.0,92.85,2025-04-21,2025-06-09,49,High_Value,Social,Acquisition,Unknown,0.177,5,5,1790.21,37,358.042,5,1790.21,46825.38,25.59,9365.08,0.0382,Completed,False,False,False,False
845,Retention_Fixed_Amount_845,Fixed_Amount,18.57,0.0,2025-04-10,2025-04-16,6,Medium_Value,Website_Banner,Retention,Unknown,0.073,1,1,271.24,3,271.24,1,271.24,15185.65,45.51,15185.65,0.0179,Completed,False,False,False,False
846,Acquisition_BOGO_846,BOGO,0.0,0.0,2024-08-28,2024-10-13,46,New_Customer,SMS,Acquisition,Unknown,0.057,11,10,1722.2,39,156.56363636363636,11,1722.2,31965.73,39.91,3196.57,0.0539,Completed,False,False,False,False
847,Upsell_Fixed_Amount_847,Fixed_Amount,55.15,68.46,2024-12-18,2024-12-26,8,Low_Value,Push,Upsell,Unknown,0.088,0,0,0.0,0,,0,0.0,31522.45,47.02,,0.0,Completed,False,False,False,False
848,Retention_BOGO_848,BOGO,0.0,,2025-06-30,2025-07-04,4,Lapsed,Website_Banner,Retention,Unknown,0.142,0,0,0.0,0,,0,0.0,29146.54,15.24,,0.0,Completed,False,False,False,False
849,Cross_Sell_Fixed_Amount_849,Fixed_Amount,22.23,3.62,2025-09-07,2025-09-28,21,High_Value,Email,Cross_Sell,Home,0.071,0,0,0.0,0,,0,0.0,37184.23,44.78,,0.0,Completed,False,False,False,False
850,Acquisition_Fixed_Amount_850,Fixed_Amount,37.99,78.47,2024-12-10,2024-12-26,16,Low_Value,Social,Acquisition,Unknown,0.064,3,3,284.75,11,94.91666666666667,3,284.75,11513.64,18.2,3837.88,0.0247,Completed,False,False,False,False
851,Retention_Free_Shipping_851,Free_Shipping,0.0,31.43,2024-08-20,2024-09-01,12,New_Customer,SMS,Retention,Home,0.085,2,2,373.27,16,186.635,2,373.27,23873.0,17.45,11936.5,0.0156,Completed,False,False,False,False
852,Retention_Fixed_Amount_852,Fixed_Amount,73.96,82.29,2025-04-18,2025-05-09,21,All_Customers,In_App,Retention,Unknown,0.065,5,5,550.46,34,110.092,5,550.46,29524.32,48.29,5904.86,0.0186,Completed,False,False,False,False
853,Upsell_Fixed_Amount_853,Fixed_Amount,41.87,0.0,2024-11-14,2024-12-04,20,Lapsed,Website_Banner,Upsell,Unknown,0.182,0,0,0.0,0,,0,0.0,42521.77,14.27,,0.0,Completed,False,False,False,False
854,Reactivation_Free_Shipping_854,Free_Shipping,0.0,96.38,2024-07-12,2024-08-18,37,Low_Value,SMS,Reactivation,Unknown,0.169,5,5,612.66,22,122.532,5,612.66,16658.74,7.55,3331.75,0.0368,Completed,False,False,False,False
855,Upsell_Percentage_Discount_855,Percentage_Discount,21.2,3.38,2025-03-27,2025-03-31,4,High_Value,Social,Upsell,Unknown,0.098,0,0,0.0,0,,0,0.0,24520.95,27.3,,0.0,Completed,False,False,False,False
856,Reactivation_BOGO_856,BOGO,0.0,,2025-07-08,2025-08-11,34,New_Customer,In_App,Reactivation,Beauty,0.202,0,0,0.0,0,,0,0.0,23046.69,6.84,,0.0,Completed,False,False,False,False
857,Reactivation_Fixed_Amount_857,Fixed_Amount,24.26,0.0,2024-08-06,2024-09-07,32,New_Customer,SMS,Reactivation,Books,0.199,5,5,544.63,16,108.926,5,544.63,49453.44,12.91,9890.69,0.011,Completed,False,False,False,False
858,Cross_Sell_Percentage_Discount_858,Percentage_Discount,16.9,94.23,2024-09-29,2024-10-14,15,New_Customer,Push,Cross_Sell,Unknown,0.064,3,3,399.02,12,133.00666666666666,3,399.02,37850.67,10.55,12616.89,0.0105,Completed,False,False,False,False
859,Cross_Sell_Fixed_Amount_859,Fixed_Amount,47.74,28.87,2024-08-23,2024-09-09,17,Low_Value,Website_Banner,Cross_Sell,Books,0.205,1,1,34.76,7,34.76,1,34.76,22513.37,5.5,22513.37,0.0015,Completed,False,False,False,False
860,Cross_Sell_Fixed_Amount_860,Fixed_Amount,79.12,0.0,2025-08-12,2025-08-15,3,Low_Value,SMS,Cross_Sell,Electronics,0.197,0,0,0.0,0,,0,0.0,5968.51,34.61,,0.0,Completed,False,False,False,False
861,Acquisition_Fixed_Amount_861,Fixed_Amount,79.58,25.22,2025-04-02,2025-04-29,27,All_Customers,Social,Acquisition,Electronics,0.114,11,11,1577.19,89,143.38090909090909,11,1577.19,14775.47,46.15,1343.22,0.1067,Completed,False,False,False,False
862,Cross_Sell_Free_Shipping_862,Free_Shipping,0.0,68.73,2024-08-09,2024-08-29,20,Low_Value,Website_Banner,Cross_Sell,Home,0.07,0,0,0.0,0,,0,0.0,33214.14,12.59,,0.0,Completed,False,False,False,False
863,Acquisition_Fixed_Amount_863,Fixed_Amount,88.37,44.54,2024-08-29,2024-10-11,43,Low_Value,Push,Acquisition,Unknown,0.06,10,10,948.94,57,94.894,10,948.94,2491.67,23.69,249.17,0.3808,Completed,False,False,False,False
864,Upsell_Percentage_Discount_864,Percentage_Discount,10.1,78.47,2025-05-15,2025-05-29,14,Low_Value,Website_Banner,Upsell,Unknown,0.175,3,3,431.55,15,143.85,3,431.55,42464.49,17.63,14154.83,0.0102,Completed,False,False,False,False
865,Reactivation_Fixed_Amount_865,Fixed_Amount,12.38,2.33,2024-10-01,2024-10-17,16,Lapsed,SMS,Reactivation,Home,0.206,0,0,0.0,0,,0,0.0,38931.71,5.16,,0.0,Completed,False,False,False,False
866,Upsell_BOGO_866,BOGO,0.0,0.0,2025-08-06,2025-08-21,15,Medium_Value,Push,Upsell,Books,0.12,0,0,0.0,0,,0,0.0,43417.51,8.71,,0.0,Completed,False,False,False,False
867,Cross_Sell_Free_Shipping_867,Free_Shipping,0.0,12.37,2025-04-07,2025-04-13,6,Lapsed,Social,Cross_Sell,Sports,0.205,0,0,0.0,0,,0,0.0,31693.26,41.75,,0.0,Completed,False,False,False,False
868,Reactivation_Free_Shipping_868,Free_Shipping,0.0,0.0,2024-08-03,2024-09-12,40,New_Customer,Push,Reactivation,Unknown,0.091,5,5,581.09,42,116.218,5,581.09,48509.33,48.74,9701.87,0.012,Completed,False,False,False,False
869,Acquisition_Free_Shipping_869,Free_Shipping,0.0,0.0,2024-08-13,2024-09-02,20,High_Value,Social,Acquisition,Unknown,0.14,1,1,414.82,1,414.82,1,414.82,23700.79,29.49,23700.79,0.0175,Completed,False,False,False,False
870,Retention_Free_Shipping_870,Free_Shipping,0.0,93.34,2025-09-08,2025-09-11,3,Low_Value,Social,Retention,Sports,0.064,0,0,0.0,0,,0,0.0,17761.29,6.45,,0.0,Completed,False,False,False,False
871,Acquisition_Fixed_Amount_871,Fixed_Amount,36.19,87.24,2024-08-17,2024-09-22,36,Medium_Value,Push,Acquisition,Sports,0.169,2,2,438.89,22,219.445,2,438.89,3137.31,18.89,1568.66,0.1399,Completed,False,False,False,False
872,Upsell_BOGO_872,BOGO,0.0,0.0,2024-07-24,2024-08-04,11,Low_Value,Email,Upsell,Sports,0.172,0,0,0.0,0,,0,0.0,45986.74,25.34,,0.0,Completed,False,False,False,False
873,Retention_Percentage_Discount_873,Percentage_Discount,23.4,20.64,2025-06-15,2025-06-18,3,High_Value,Website_Banner,Retention,Unknown,0.165,0,0,0.0,0,,0,0.0,13078.49,24.11,,0.0,Completed,False,False,False,False
874,Acquisition_BOGO_874,BOGO,0.0,0.0,2024-12-08,2025-01-18,41,Low_Value,Push,Acquisition,Clothing,0.116,1,1,48.63,7,48.63,1,48.63,20499.09,36.41,20499.09,0.0024,Completed,False,False,False,False
875,Reactivation_Fixed_Amount_875,Fixed_Amount,75.59,88.78,2024-11-08,2024-12-21,43,New_Customer,Social,Reactivation,Unknown,0.128,5,5,907.88,38,181.576,5,907.88,49961.54,44.24,9992.31,0.0182,Completed,False,False,False,False
876,Cross_Sell_Percentage_Discount_876,Percentage_Discount,46.0,46.46,2025-06-17,2025-07-07,20,High_Value,In_App,Cross_Sell,Electronics,0.15,0,0,0.0,0,,0,0.0,16306.74,29.15,,0.0,Completed,False,False,False,False
877,Retention_BOGO_877,BOGO,0.0,0.0,2024-07-23,2024-07-10,13,Medium_Value,In_App,Retention,Unknown,0.178,0,0,0.0,0,,0,0.0,3349.06,22.54,,0.0,Completed,True,False,False,False
878,Reactivation_Percentage_Discount_878,Percentage_Discount,48.9,0.0,2025-04-09,2025-05-15,36,Lapsed,In_App,Reactivation,Beauty,0.068,0,0,0.0,0,,0,0.0,23587.56,43.48,,0.0,Completed,False,False,False,False
879,Reactivation_Percentage_Discount_879,Percentage_Discount,13.7,24.17,2024-10-14,2024-11-08,25,High_Value,Website_Banner,Reactivation,Electronics,0.149,0,0,0.0,0,,0,0.0,41272.84,46.16,,0.0,Completed,False,False,False,False
880,Upsell_Fixed_Amount_880,Fixed_Amount,43.96,20.23,2025-07-31,2025-08-08,8,Medium_Value,Website_Banner,Upsell,Unknown,0.088,0,0,0.0,0,,0,0.0,46786.18,21.47,,0.0,Completed,False,False,False,False
881,Retention_BOGO_881,BOGO,0.0,7.75,2025-01-27,2025-02-10,14,Low_Value,Website_Banner,Retention,Sports,0.096,1,1,37.64,11,37.64,1,37.64,32921.14,41.91,32921.14,0.0011,Completed,False,False,False,False
882,Cross_Sell_Percentage_Discount_882,Percentage_Discount,32.6,7.75,2024-12-01,2024-12-16,15,New_Customer,Email,Cross_Sell,Sports,0.158,0,0,0.0,0,,0,0.0,5504.87,26.83,,0.0,Completed,False,False,False,False
883,Reactivation_BOGO_883,BOGO,0.0,21.92,2025-06-01,2025-06-16,15,Medium_Value,Social,Reactivation,Unknown,0.123,1,1,136.02,6,136.02,1,136.02,20792.35,43.5,20792.35,0.0065,Completed,False,False,False,False
884,Acquisition_Free_Shipping_884,Free_Shipping,0.0,56.51,2025-07-05,2025-07-31,26,Medium_Value,Push,Acquisition,Unknown,0.118,0,0,0.0,0,,0,0.0,40681.14,25.28,,0.0,Completed,False,False,False,False
885,Reactivation_Fixed_Amount_885,Fixed_Amount,58.45,0.0,2025-07-15,2025-08-25,41,Low_Value,Push,Reactivation,Unknown,0.233,0,0,0.0,0,,0,0.0,35738.64,35.13,,0.0,Completed,False,False,False,False
886,Acquisition_Percentage_Discount_886,Percentage_Discount,15.4,31.94,2025-08-07,2025-09-29,53,High_Value,In_App,Acquisition,Unknown,0.147,0,0,0.0,0,,0,0.0,1368.33,19.14,,0.0,Completed,False,False,False,False
887,Upsell_Percentage_Discount_887,Percentage_Discount,7.6,7.17,2024-10-12,2024-10-31,19,Medium_Value,In_App,Upsell,Unknown,0.221,0,0,0.0,0,,0,0.0,5686.22,21.43,,0.0,Completed,False,False,False,False
888,Cross_Sell_Percentage_Discount_888,Percentage_Discount,32.5,13.46,2024-09-08,2024-09-17,9,Medium_Value,Push,Cross_Sell,Unknown,0.08,0,0,0.0,0,,0,0.0,10744.84,23.52,,0.0,Completed,False,False,False,False
889,Reactivation_Free_Shipping_889,Free_Shipping,0.0,44.97,2025-05-13,2025-06-17,35,Low_Value,Email,Reactivation,Unknown,0.087,1,1,120.92,9,120.92,1,120.92,3921.58,30.92,3921.58,0.0308,Completed,False,False,False,False
890,Upsell_Fixed_Amount_890,Fixed_Amount,97.54,,2024-09-30,2024-10-03,3,New_Customer,Website_Banner,Upsell,Home,0.197,0,0,0.0,0,,0,0.0,39044.04,31.21,,0.0,Completed,False,False,False,False
891,Retention_BOGO_891,BOGO,0.0,78.82,2024-11-21,2024-11-25,4,All_Customers,Social,Retention,Books,0.193,2,2,941.91,11,470.955,2,941.91,2459.51,43.75,1229.76,0.383,Completed,False,False,False,False
892,Retention_Percentage_Discount_892,Percentage_Discount,46.3,89.67,2025-05-11,2025-05-28,17,Medium_Value,Email,Retention,Unknown,0.24,2,2,568.03,13,284.015,2,568.03,46354.09,45.16,23177.05,0.0123,Completed,False,False,False,False
893,Retention_Fixed_Amount_893,Fixed_Amount,76.56,,2025-08-21,2025-09-01,11,Lapsed,In_App,Retention,Electronics,0.152,0,0,0.0,0,,0,0.0,27470.24,36.97,,0.0,Completed,False,False,False,False
894,Cross_Sell_Percentage_Discount_894,Percentage_Discount,36.8,28.79,2025-04-17,2025-04-25,8,Lapsed,SMS,Cross_Sell,Clothing,0.136,0,0,0.0,0,,0,0.0,2094.46,16.89,,0.0,Completed,False,False,False,False
895,Reactivation_Free_Shipping_895,Free_Shipping,0.0,0.0,2025-08-09,2025-09-12,34,New_Customer,Email,Reactivation,Unknown,0.119,0,0,0.0,0,,0,0.0,26194.48,47.09,,0.0,Completed,False,False,False,False
896,Retention_Fixed_Amount_896,Fixed_Amount,95.77,17.65,2025-02-26,2025-03-05,7,Lapsed,In_App,Retention,Beauty,0.058,0,0,0.0,0,,0,0.0,33363.22,37.23,,0.0,Completed,False,False,False,False
897,Retention_BOGO_897,BOGO,0.0,32.21,2024-12-25,2025-01-04,10,New_Customer,Push,Retention,Unknown,0.138,0,0,0.0,3,,0,0.0,13497.11,28.49,,0.0,Completed,False,False,False,False
898,Cross_Sell_Percentage_Discount_898,Percentage_Discount,47.6,0.0,2024-07-24,2024-08-03,10,Medium_Value,Push,Cross_Sell,Sports,0.146,2,2,369.37,5,184.685,2,369.37,2913.32,28.82,1456.66,0.1268,Completed,False,False,False,False
899,Cross_Sell_BOGO_899,BOGO,0.0,,2025-04-11,2025-04-30,19,New_Customer,Website_Banner,Cross_Sell,Unknown,0.241,1,1,55.58,5,55.58,1,55.58,37778.16,15.19,37778.16,0.0015,Completed,False,False,False,False
900,Retention_Percentage_Discount_900,Percentage_Discount,46.9,20.12,2024-07-31,2024-08-10,10,All_Customers,Push,Retention,Unknown,0.234,7,7,1508.72,36,215.53142857142856,7,1508.72,1420.26,38.92,202.89,1.0623,Completed,False,False,False,False
901,Acquisition_BOGO_901,BOGO,0.0,0.0,2025-08-02,2025-08-27,25,Low_Value,SMS,Acquisition,Clothing,0.157,0,0,0.0,0,,0,0.0,10233.34,16.39,,0.0,Completed,False,False,False,False
902,Acquisition_BOGO_902,BOGO,0.0,67.71,2024-09-10,2024-08-13,28,All_Customers,Email,Acquisition,Unknown,0.206,0,0,0.0,0,,0,0.0,43087.9,40.17,,0.0,Completed,True,False,False,False
903,Upsell_Fixed_Amount_903,Fixed_Amount,49.76,74.75,2024-08-03,2024-08-21,18,Lapsed,SMS,Upsell,Unknown,0.149,0,0,0.0,0,,0,0.0,42165.4,30.65,,0.0,Completed,False,False,False,False
904,Reactivation_BOGO_904,BOGO,0.0,54.22,2024-10-27,2024-12-12,46,Low_Value,Push,Reactivation,Electronics,0.247,4,4,397.65,30,99.4125,4,397.65,13763.87,7.28,3440.97,0.0289,Completed,False,False,False,False
905,Cross_Sell_BOGO_905,BOGO,0.0,54.86,2025-05-02,2025-05-10,8,Low_Value,In_App,Cross_Sell,Unknown,0.204,0,0,0.0,0,,0,0.0,41405.86,45.71,,0.0,Completed,False,False,False,False
906,Upsell_BOGO_906,BOGO,0.0,98.01,2025-04-24,2025-05-12,18,Low_Value,In_App,Upsell,Unknown,0.217,0,0,0.0,0,,0,0.0,9796.31,27.7,,0.0,Completed,False,False,False,False
