promotion_key,promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition
770,770,Acquisition_Free_Shipping_770,Free_Shipping,0.0,0.0,2024-10-08,2024-08-22,47.0,New_Customer,Push,Acquisition,Beauty,0.062,24729.36,23.87
771,771,Reactivation_BOGO_771,BOGO,0.0,,2025-01-27,2025-03-19,51.0,Medium_Value,Website_Banner,Reactivation,Unknown,0.182,40517.01,44.24
772,772,Cross_Sell_Percentage_Discount_772,Percentage_Discount,14.2,33.5,2024-10-01,2024-09-15,16.0,All_Customers,Social,Cross_Sell,Clothing,0.119,42370.91,15.17
773,773,Cross_Sell_Free_Shipping_773,Free_Shipping,0.0,4.75,2025-01-28,2025-01-31,3.0,Lapsed,Push,Cross_Sell,Clothing,0.147,8743.01,43.92
774,774,Cross_Sell_Percentage_Discount_774,Percentage_Discount,19.8,25.17,2025-02-08,2025-02-18,10.0,High_Value,SMS,Cross_Sell,Unknown,0.133,28226.61,9.21
775,775,Reactivation_Percentage_Discount_775,Percentage_Discount,31.2,87.97,2024-11-08,2024-12-11,33.0,Low_Value,Push,Reactivation,Clothing,0.083,40860.38,22.28
776,776,Retention_Percentage_Discount_776,Percentage_Discount,6.4,59.59,2025-08-15,2025-08-27,12.0,Medium_Value,Website_Banner,Retention,Books,0.181,12619.89,24.35
777,777,Cross_Sell_Fixed_Amount_777,Fixed_Amount,95.02,4.7,2024-08-01,2024-08-07,6.0,Lapsed,SMS,Cross_Sell,Unknown,0.221,3287.97,47.58
778,778,Reactivation_Free_Shipping_778,Free_Shipping,0.0,33.94,2025-05-21,2025-06-05,15.0,Medium_Value,Push,Reactivation,Unknown,0.081,26860.06,9.32
779,779,Upsell_Fixed_Amount_779,Fixed_Amount,89.02,25.13,2025-01-20,2025-01-30,10.0,Lapsed,Social,Upsell,Unknown,0.141,27043.93,6.59
780,780,Reactivation_Percentage_Discount_780,Percentage_Discount,10.1,90.53,2024-12-28,2025-02-02,36.0,Lapsed,SMS,Reactivation,Unknown,0.235,28370.49,8.98
781,781,Acquisition_Free_Shipping_781,Free_Shipping,0.0,47.55,2025-03-29,2025-05-11,43.0,Low_Value,In_App,Acquisition,Unknown,0.126,11120.92,35.46
782,782,Cross_Sell_Fixed_Amount_782,Fixed_Amount,30.74,99.41,2025-03-12,2025-04-02,21.0,High_Value,Push,Cross_Sell,Unknown,0.124,23448.9,18.34
783,783,Upsell_BOGO_783,BOGO,0.0,40.23,2024-08-05,2024-08-13,8.0,Low_Value,In_App,Upsell,Sports,0.204,5533.75,7.38
784,784,Cross_Sell_Free_Shipping_784,Free_Shipping,0.0,0.0,2025-03-06,2025-03-13,7.0,All_Customers,Website_Banner,Cross_Sell,Unknown,0.15,43890.93,12.04
785,785,Acquisition_Percentage_Discount_785,Percentage_Discount,29.3,55.61,2025-07-18,2025-08-22,35.0,New_Customer,In_App,Acquisition,Unknown,0.239,37852.95,7.8
786,786,Cross_Sell_BOGO_786,BOGO,0.0,10.53,2025-07-27,2025-08-16,20.0,Medium_Value,Social,Cross_Sell,Unknown,0.233,17450.29,39.62
787,787,Acquisition_Percentage_Discount_787,Percentage_Discount,33.7,0.0,2024-11-09,2024-12-12,33.0,New_Customer,Email,Acquisition,Unknown,0.231,46580.77,36.67
788,788,Cross_Sell_Percentage_Discount_788,Percentage_Discount,33.4,85.17,2024-12-21,2024-12-25,4.0,Lapsed,In_App,Cross_Sell,Home,0.063,15325.5,7.43
789,789,Retention_Free_Shipping_789,Free_Shipping,0.0,59.34,2025-07-03,2025-07-20,17.0,Low_Value,In_App,Retention,Sports,0.217,4097.02,36.87
790,790,Upsell_BOGO_790,BOGO,0.0,42.3,2024-07-19,2024-07-30,11.0,New_Customer,Social,Upsell,Home,0.057,7832.1,49.16
791,791,Cross_Sell_Percentage_Discount_791,Percentage_Discount,22.1,62.75,2025-04-27,2025-05-03,6.0,High_Value,Social,Cross_Sell,Unknown,0.066,4540.85,43.33
792,792,Acquisition_Free_Shipping_792,Free_Shipping,0.0,8.2,2025-01-07,2025-03-03,55.0,Low_Value,Social,Acquisition,Unknown,0.077,17499.75,48.2
793,793,Upsell_Fixed_Amount_793,Fixed_Amount,43.58,64.18,2025-05-11,2025-05-31,20.0,New_Customer,Social,Upsell,Electronics,0.191,32925.52,44.19
794,794,Acquisition_Fixed_Amount_794,Fixed_Amount,97.85,33.43,2024-10-28,2024-12-19,52.0,New_Customer,Push,Acquisition,Unknown,0.13,2792.61,47.35
795,795,Reactivation_Fixed_Amount_795,Fixed_Amount,73.57,86.48,2025-02-10,2025-03-21,39.0,Low_Value,In_App,Reactivation,Unknown,0.116,5132.6,42.37
796,796,Retention_Percentage_Discount_796,Percentage_Discount,33.9,0.0,2025-01-07,2025-01-17,10.0,High_Value,Social,Retention,Unknown,0.168,28621.14,43.44
797,797,Acquisition_BOGO_797,BOGO,0.0,0.0,2025-01-31,2025-03-06,34.0,Low_Value,Push,Acquisition,Beauty,0.052,2484.04,42.49
798,798,Retention_BOGO_798,BOGO,0.0,5.77,2025-01-10,2025-01-30,20.0,Lapsed,Push,Retention,Home,0.168,2864.84,29.96
799,799,Cross_Sell_BOGO_799,BOGO,0.0,66.46,2025-07-13,2025-07-20,7.0,All_Customers,SMS,Cross_Sell,Unknown,0.233,27591.46,48.3
800,800,Upsell_Free_Shipping_800,Free_Shipping,0.0,22.77,2025-01-05,2025-01-21,16.0,Medium_Value,SMS,Upsell,Unknown,0.055,37651.49,17.67
801,801,Upsell_Percentage_Discount_801,Percentage_Discount,24.1,0.0,2025-06-29,2025-07-02,3.0,New_Customer,Push,Upsell,Beauty,0.205,45783.29,25.5
802,802,Upsell_BOGO_802,BOGO,0.0,22.37,2024-08-31,2024-09-12,12.0,Lapsed,SMS,Upsell,Unknown,0.094,26407.67,40.91
803,803,Reactivation_Percentage_Discount_803,Percentage_Discount,41.7,0.0,2024-08-22,2024-10-12,51.0,Low_Value,Social,Reactivation,Unknown,0.068,11977.12,36.32
804,804,Acquisition_Free_Shipping_804,Free_Shipping,0.0,13.67,2024-11-04,2024-12-19,45.0,Low_Value,Push,Acquisition,Unknown,0.241,40613.32,19.78
805,805,Reactivation_BOGO_805,BOGO,0.0,44.19,2025-05-07,2025-06-20,44.0,High_Value,SMS,Reactivation,Unknown,0.23,11350.65,32.72
806,806,Retention_Free_Shipping_806,Free_Shipping,0.0,38.26,2025-01-30,2025-02-06,7.0,Lapsed,Social,Retention,Unknown,0.124,33048.71,34.87
807,807,Reactivation_Fixed_Amount_807,Fixed_Amount,81.22,12.93,2025-06-30,2025-08-03,34.0,High_Value,In_App,Reactivation,Clothing,0.161,15229.18,42.61
808,808,Upsell_Percentage_Discount_808,Percentage_Discount,23.2,0.0,2024-09-30,2024-10-04,4.0,High_Value,Email,Upsell,Home,0.054,17366.61,24.1
809,809,Retention_Fixed_Amount_809,Fixed_Amount,41.64,63.15,2025-06-02,2025-06-12,10.0,High_Value,In_App,Retention,Home,0.217,12578.55,11.38
810,810,Retention_BOGO_810,BOGO,0.0,27.15,2025-01-21,2025-02-06,16.0,High_Value,In_App,Retention,Unknown,0.104,37348.77,22.59
811,811,Retention_BOGO_811,BOGO,0.0,14.62,2024-09-16,2024-10-06,20.0,Low_Value,Website_Banner,Retention,Books,0.149,6493.65,6.0
812,812,Upsell_Fixed_Amount_812,Fixed_Amount,95.13,29.35,2025-09-18,2025-09-29,11.0,New_Customer,Push,Upsell,Unknown,0.146,36219.65,12.77
813,813,Upsell_Percentage_Discount_813,Percentage_Discount,30.7,1.74,2025-05-19,2025-06-06,18.0,All_Customers,Social,Upsell,Books,0.16,45818.61,10.73
814,814,Acquisition_BOGO_814,BOGO,0.0,0.0,2025-01-11,2025-01-28,17.0,All_Customers,Social,Acquisition,Unknown,0.081,39626.2,34.9
815,815,Retention_Percentage_Discount_815,Percentage_Discount,7.6,17.02,2025-01-25,2025-02-07,13.0,Low_Value,SMS,Retention,Unknown,0.068,10606.41,29.81
816,816,Acquisition_BOGO_816,BOGO,0.0,21.26,2024-08-11,2024-08-27,16.0,All_Customers,Website_Banner,Acquisition,Unknown,0.154,23084.25,23.84
817,817,Upsell_BOGO_817,BOGO,0.0,0.0,2025-08-15,2025-08-20,5.0,All_Customers,SMS,Upsell,Electronics,0.091,14580.5,48.79
818,818,Reactivation_BOGO_818,BOGO,0.0,92.48,2024-09-15,2024-10-19,34.0,Medium_Value,Social,Reactivation,Unknown,0.104,47071.68,45.35
819,819,Reactivation_Percentage_Discount_819,Percentage_Discount,6.2,13.07,2024-07-07,2024-08-11,35.0,Lapsed,Social,Reactivation,Unknown,0.231,26666.1,12.31
820,820,Upsell_Percentage_Discount_820,Percentage_Discount,16.3,7.09,2024-11-07,2024-11-18,11.0,High_Value,In_App,Upsell,Clothing,0.161,49308.22,11.66
821,821,Upsell_BOGO_821,BOGO,0.0,0.13,2024-11-06,2024-11-23,17.0,Low_Value,Social,Upsell,Beauty,0.154,8697.45,29.27
822,822,Cross_Sell_BOGO_822,BOGO,0.0,72.32,2025-04-01,2025-04-10,9.0,New_Customer,Email,Cross_Sell,Electronics,0.166,35528.06,10.99
823,823,Upsell_Free_Shipping_823,Free_Shipping,0.0,34.34,2025-01-26,2025-02-10,15.0,High_Value,SMS,Upsell,Clothing,0.217,28556.95,42.32
824,824,Reactivation_Free_Shipping_824,Free_Shipping,0.0,99.32,2024-07-29,2024-08-23,25.0,New_Customer,Social,Reactivation,Unknown,0.2,1900.84,10.92
825,825,Reactivation_Percentage_Discount_825,Percentage_Discount,36.5,42.54,2024-10-10,2024-11-29,50.0,All_Customers,SMS,Reactivation,Electronics,0.109,11609.32,37.52
826,826,Retention_Free_Shipping_826,Free_Shipping,0.0,6.0,2025-01-05,2025-01-20,15.0,All_Customers,SMS,Retention,Beauty,0.183,17677.52,33.28
827,827,Cross_Sell_Fixed_Amount_827,Fixed_Amount,37.27,18.7,2025-04-18,2025-04-29,11.0,Lapsed,Push,Cross_Sell,Sports,0.1,16051.83,7.72
828,828,Acquisition_Percentage_Discount_828,Percentage_Discount,8.2,0.0,2025-01-10,2025-03-08,57.0,Low_Value,Email,Acquisition,Unknown,0.114,23506.76,25.8
829,829,Retention_Fixed_Amount_829,Fixed_Amount,90.99,56.62,2025-03-25,2025-03-29,4.0,New_Customer,In_App,Retention,Books,0.16,44025.19,40.56
830,830,Retention_Percentage_Discount_830,Percentage_Discount,35.1,37.05,2025-06-11,2025-06-23,12.0,High_Value,SMS,Retention,Unknown,0.12,49933.29,8.36
831,831,Upsell_Percentage_Discount_831,Percentage_Discount,16.9,37.55,2025-06-01,2025-06-20,19.0,High_Value,Social,Upsell,Unknown,0.173,46402.45,30.82
832,832,Upsell_Fixed_Amount_832,Fixed_Amount,82.66,1.25,2024-10-02,2024-10-23,21.0,Low_Value,Website_Banner,Upsell,Electronics,0.132,35906.23,48.93
833,833,Upsell_BOGO_833,BOGO,0.0,0.0,2025-01-23,2025-02-07,15.0,All_Customers,Website_Banner,Upsell,Unknown,0.194,3723.17,32.54
834,834,Acquisition_Fixed_Amount_834,Fixed_Amount,98.17,0.0,2025-01-28,2025-03-17,48.0,New_Customer,Social,Acquisition,Unknown,0.146,34222.25,8.66
835,835,Acquisition_BOGO_835,BOGO,0.0,11.85,2024-10-09,2024-11-03,25.0,All_Customers,Website_Banner,Acquisition,Electronics,0.227,27030.64,10.11
836,836,Reactivation_Fixed_Amount_836,Fixed_Amount,75.69,73.66,2025-07-10,2025-05-16,55.0,New_Customer,Push,Reactivation,Beauty,0.212,26745.93,28.37
837,837,Upsell_Free_Shipping_837,Free_Shipping,0.0,0.0,2024-12-20,2025-01-07,18.0,High_Value,SMS,Upsell,Sports,0.139,16216.39,26.68
838,838,Retention_Free_Shipping_838,Free_Shipping,0.0,71.68,2025-02-21,2025-03-05,12.0,All_Customers,Social,Retention,Home,0.141,2093.27,44.0
839,839,Cross_Sell_Free_Shipping_839,Free_Shipping,0.0,0.0,2025-06-22,2025-07-06,14.0,Lapsed,Social,Cross_Sell,Unknown,0.101,26600.22,18.62
840,840,Retention_BOGO_840,BOGO,0.0,49.2,2024-10-11,2024-10-16,5.0,Low_Value,In_App,Retention,Unknown,0.055,46232.81,31.68
841,841,Acquisition_Free_Shipping_841,Free_Shipping,0.0,69.74,2025-07-29,2025-08-29,31.0,Lapsed,Push,Acquisition,Books,0.054,2849.77,12.63
842,842,Retention_Free_Shipping_842,Free_Shipping,0.0,0.0,2025-06-19,2025-06-25,6.0,Lapsed,In_App,Retention,Unknown,0.192,29425.14,6.5
843,843,Upsell_Percentage_Discount_843,Percentage_Discount,47.3,0.0,2025-02-28,2025-03-14,14.0,High_Value,SMS,Upsell,Unknown,0.176,9748.06,36.19
844,844,Acquisition_BOGO_844,BOGO,0.0,92.85,2025-04-21,2025-06-09,49.0,High_Value,Social,Acquisition,Unknown,0.177,46825.38,25.59
845,845,Retention_Fixed_Amount_845,Fixed_Amount,18.57,0.0,2025-04-10,2025-04-16,6.0,Medium_Value,Website_Banner,Retention,Unknown,0.073,15185.65,45.51
846,846,Acquisition_BOGO_846,BOGO,0.0,0.0,2024-08-28,2024-10-13,46.0,New_Customer,SMS,Acquisition,Unknown,0.057,31965.73,39.91
847,847,Upsell_Fixed_Amount_847,Fixed_Amount,55.15,68.46,2024-12-18,2024-12-26,8.0,Low_Value,Push,Upsell,Unknown,0.088,31522.45,47.02
848,848,Retention_BOGO_848,BOGO,0.0,,2025-06-30,2025-07-04,4.0,Lapsed,Website_Banner,Retention,Unknown,0.142,29146.54,15.24
849,849,Cross_Sell_Fixed_Amount_849,Fixed_Amount,22.23,3.62,2025-09-07,2025-09-28,21.0,High_Value,Email,Cross_Sell,Home,0.071,37184.23,44.78
850,850,Acquisition_Fixed_Amount_850,Fixed_Amount,37.99,78.47,2024-12-10,2024-12-26,16.0,Low_Value,Social,Acquisition,Unknown,0.064,11513.64,18.2
851,851,Retention_Free_Shipping_851,Free_Shipping,0.0,31.43,2024-08-20,2024-09-01,12.0,New_Customer,SMS,Retention,Home,0.085,23873.0,17.45
852,852,Retention_Fixed_Amount_852,Fixed_Amount,73.96,82.29,2025-04-18,2025-05-09,21.0,All_Customers,In_App,Retention,Unknown,0.065,29524.32,48.29
853,853,Upsell_Fixed_Amount_853,Fixed_Amount,41.87,0.0,2024-11-14,2024-12-04,20.0,Lapsed,Website_Banner,Upsell,Unknown,0.182,42521.77,14.27
854,854,Reactivation_Free_Shipping_854,Free_Shipping,0.0,96.38,2024-07-12,2024-08-18,37.0,Low_Value,SMS,Reactivation,Unknown,0.169,16658.74,7.55
855,855,Upsell_Percentage_Discount_855,Percentage_Discount,21.2,3.38,2025-03-27,2025-03-31,4.0,High_Value,Social,Upsell,Unknown,0.098,24520.95,27.3
856,856,Reactivation_BOGO_856,BOGO,0.0,,2025-07-08,2025-08-11,34.0,New_Customer,In_App,Reactivation,Beauty,0.202,23046.69,6.84
857,857,Reactivation_Fixed_Amount_857,Fixed_Amount,24.26,0.0,2024-08-06,2024-09-07,32.0,New_Customer,SMS,Reactivation,Books,0.199,49453.44,12.91
858,858,Cross_Sell_Percentage_Discount_858,Percentage_Discount,16.9,94.23,2024-09-29,2024-10-14,15.0,New_Customer,Push,Cross_Sell,Unknown,0.064,37850.67,10.55
859,859,Cross_Sell_Fixed_Amount_859,Fixed_Amount,47.74,28.87,2024-08-23,2024-09-09,17.0,Low_Value,Website_Banner,Cross_Sell,Books,0.205,22513.37,5.5
860,860,Cross_Sell_Fixed_Amount_860,Fixed_Amount,79.12,0.0,2025-08-12,2025-08-15,3.0,Low_Value,SMS,Cross_Sell,Electronics,0.197,5968.51,34.61
861,861,Acquisition_Fixed_Amount_861,Fixed_Amount,79.58,25.22,2025-04-02,2025-04-29,27.0,All_Customers,Social,Acquisition,Electronics,0.114,14775.47,46.15
862,862,Cross_Sell_Free_Shipping_862,Free_Shipping,0.0,68.73,2024-08-09,2024-08-29,20.0,Low_Value,Website_Banner,Cross_Sell,Home,0.07,33214.14,12.59
863,863,Acquisition_Fixed_Amount_863,Fixed_Amount,88.37,44.54,2024-08-29,2024-10-11,43.0,Low_Value,Push,Acquisition,Unknown,0.06,2491.67,23.69
864,864,Upsell_Percentage_Discount_864,Percentage_Discount,10.1,78.47,2025-05-15,2025-05-29,14.0,Low_Value,Website_Banner,Upsell,Unknown,0.175,42464.49,17.63
865,865,Reactivation_Fixed_Amount_865,Fixed_Amount,12.38,2.33,2024-10-01,2024-10-17,16.0,Lapsed,SMS,Reactivation,Home,0.206,38931.71,5.16
866,866,Upsell_BOGO_866,BOGO,0.0,0.0,2025-08-06,2025-08-21,15.0,Medium_Value,Push,Upsell,Books,0.12,43417.51,8.71
867,867,Cross_Sell_Free_Shipping_867,Free_Shipping,0.0,12.37,2025-04-07,2025-04-13,6.0,Lapsed,Social,Cross_Sell,Sports,0.205,31693.26,41.75
868,868,Reactivation_Free_Shipping_868,Free_Shipping,0.0,0.0,2024-08-03,2024-09-12,40.0,New_Customer,Push,Reactivation,Unknown,0.091,48509.33,48.74
869,869,Acquisition_Free_Shipping_869,Free_Shipping,0.0,0.0,2024-08-13,2024-09-02,20.0,High_Value,Social,Acquisition,Unknown,0.14,23700.79,29.49
870,870,Retention_Free_Shipping_870,Free_Shipping,0.0,93.34,2025-09-08,2025-09-11,3.0,Low_Value,Social,Retention,Sports,0.064,17761.29,6.45
871,871,Acquisition_Fixed_Amount_871,Fixed_Amount,36.19,87.24,2024-08-17,2024-09-22,36.0,Medium_Value,Push,Acquisition,Sports,0.169,3137.31,18.89
872,872,Upsell_BOGO_872,BOGO,0.0,0.0,2024-07-24,2024-08-04,11.0,Low_Value,Email,Upsell,Sports,0.172,45986.74,25.34
873,873,Retention_Percentage_Discount_873,Percentage_Discount,23.4,20.64,2025-06-15,2025-06-18,3.0,High_Value,Website_Banner,Retention,Unknown,0.165,13078.49,24.11
874,874,Acquisition_BOGO_874,BOGO,0.0,0.0,2024-12-08,2025-01-18,41.0,Low_Value,Push,Acquisition,Clothing,0.116,20499.09,36.41
875,875,Reactivation_Fixed_Amount_875,Fixed_Amount,75.59,88.78,2024-11-08,2024-12-21,43.0,New_Customer,Social,Reactivation,Unknown,0.128,49961.54,44.24
876,876,Cross_Sell_Percentage_Discount_876,Percentage_Discount,46.0,46.46,2025-06-17,2025-07-07,20.0,High_Value,In_App,Cross_Sell,Electronics,0.15,16306.74,29.15
877,877,Retention_BOGO_877,BOGO,0.0,0.0,2024-07-23,2024-07-10,13.0,Medium_Value,In_App,Retention,Unknown,0.178,3349.06,22.54
878,878,Reactivation_Percentage_Discount_878,Percentage_Discount,48.9,0.0,2025-04-09,2025-05-15,36.0,Lapsed,In_App,Reactivation,Beauty,0.068,23587.56,43.48
879,879,Reactivation_Percentage_Discount_879,Percentage_Discount,13.7,24.17,2024-10-14,2024-11-08,25.0,High_Value,Website_Banner,Reactivation,Electronics,0.149,41272.84,46.16
880,880,Upsell_Fixed_Amount_880,Fixed_Amount,43.96,20.23,2025-07-31,2025-08-08,8.0,Medium_Value,Website_Banner,Upsell,Unknown,0.088,46786.18,21.47
881,881,Retention_BOGO_881,BOGO,0.0,7.75,2025-01-27,2025-02-10,14.0,Low_Value,Website_Banner,Retention,Sports,0.096,32921.14,41.91
882,882,Cross_Sell_Percentage_Discount_882,Percentage_Discount,32.6,7.75,2024-12-01,2024-12-16,15.0,New_Customer,Email,Cross_Sell,Sports,0.158,5504.87,26.83
883,883,Reactivation_BOGO_883,BOGO,0.0,21.92,2025-06-01,2025-06-16,15.0,Medium_Value,Social,Reactivation,Unknown,0.123,20792.35,43.5
884,884,Acquisition_Free_Shipping_884,Free_Shipping,0.0,56.51,2025-07-05,2025-07-31,26.0,Medium_Value,Push,Acquisition,Unknown,0.118,40681.14,25.28
885,885,Reactivation_Fixed_Amount_885,Fixed_Amount,58.45,0.0,2025-07-15,2025-08-25,41.0,Low_Value,Push,Reactivation,Unknown,0.233,35738.64,35.13
886,886,Acquisition_Percentage_Discount_886,Percentage_Discount,15.4,31.94,2025-08-07,2025-09-29,53.0,High_Value,In_App,Acquisition,Unknown,0.147,1368.33,19.14
887,887,Upsell_Percentage_Discount_887,Percentage_Discount,7.6,7.17,2024-10-12,2024-10-31,19.0,Medium_Value,In_App,Upsell,Unknown,0.221,5686.22,21.43
888,888,Cross_Sell_Percentage_Discount_888,Percentage_Discount,32.5,13.46,2024-09-08,2024-09-17,9.0,Medium_Value,Push,Cross_Sell,Unknown,0.08,10744.84,23.52
889,889,Reactivation_Free_Shipping_889,Free_Shipping,0.0,44.97,2025-05-13,2025-06-17,35.0,Low_Value,Email,Reactivation,Unknown,0.087,3921.58,30.92
890,890,Upsell_Fixed_Amount_890,Fixed_Amount,97.54,,2024-09-30,2024-10-03,3.0,New_Customer,Website_Banner,Upsell,Home,0.197,39044.04,31.21
891,891,Retention_BOGO_891,BOGO,0.0,78.82,2024-11-21,2024-11-25,4.0,All_Customers,Social,Retention,Books,0.193,2459.51,43.75
892,892,Retention_Percentage_Discount_892,Percentage_Discount,46.3,89.67,2025-05-11,2025-05-28,17.0,Medium_Value,Email,Retention,Unknown,0.24,46354.09,45.16
893,893,Retention_Fixed_Amount_893,Fixed_Amount,76.56,,2025-08-21,2025-09-01,11.0,Lapsed,In_App,Retention,Electronics,0.152,27470.24,36.97
894,894,Cross_Sell_Percentage_Discount_894,Percentage_Discount,36.8,28.79,2025-04-17,2025-04-25,8.0,Lapsed,SMS,Cross_Sell,Clothing,0.136,2094.46,16.89
895,895,Reactivation_Free_Shipping_895,Free_Shipping,0.0,0.0,2025-08-09,2025-09-12,34.0,New_Customer,Email,Reactivation,Unknown,0.119,26194.48,47.09
896,896,Retention_Fixed_Amount_896,Fixed_Amount,95.77,17.65,2025-02-26,2025-03-05,7.0,Lapsed,In_App,Retention,Beauty,0.058,33363.22,37.23
897,897,Retention_BOGO_897,BOGO,0.0,32.21,2024-12-25,2025-01-04,10.0,New_Customer,Push,Retention,Unknown,0.138,13497.11,28.49
898,898,Cross_Sell_Percentage_Discount_898,Percentage_Discount,47.6,0.0,2024-07-24,2024-08-03,10.0,Medium_Value,Push,Cross_Sell,Sports,0.146,2913.32,28.82
899,899,Cross_Sell_BOGO_899,BOGO,0.0,,2025-04-11,2025-04-30,19.0,New_Customer,Website_Banner,Cross_Sell,Unknown,0.241,37778.16,15.19
900,900,Retention_Percentage_Discount_900,Percentage_Discount,46.9,20.12,2024-07-31,2024-08-10,10.0,All_Customers,Push,Retention,Unknown,0.234,1420.26,38.92
901,901,Acquisition_BOGO_901,BOGO,0.0,0.0,2025-08-02,2025-08-27,25.0,Low_Value,SMS,Acquisition,Clothing,0.157,10233.34,16.39
902,902,Acquisition_BOGO_902,BOGO,0.0,67.71,2024-09-10,2024-08-13,28.0,All_Customers,Email,Acquisition,Unknown,0.206,43087.9,40.17
903,903,Upsell_Fixed_Amount_903,Fixed_Amount,49.76,74.75,2024-08-03,2024-08-21,18.0,Lapsed,SMS,Upsell,Unknown,0.149,42165.4,30.65
904,904,Reactivation_BOGO_904,BOGO,0.0,54.22,2024-10-27,2024-12-12,46.0,Low_Value,Push,Reactivation,Electronics,0.247,13763.87,7.28
905,905,Cross_Sell_BOGO_905,BOGO,0.0,54.86,2025-05-02,2025-05-10,8.0,Low_Value,In_App,Cross_Sell,Unknown,0.204,41405.86,45.71
906,906,Upsell_BOGO_906,BOGO,0.0,98.01,2025-04-24,2025-05-12,18.0,Low_Value,In_App,Upsell,Unknown,0.217,9796.31,27.7
907,907,Upsell_Fixed_Amount_907,Fixed_Amount,78.73,51.33,2024-08-28,2024-09-02,5.0,High_Value,SMS,Upsell,Unknown,0.147,9474.41,46.16
908,908,Reactivation_Free_Shipping_908,Free_Shipping,0.0,0.0,2025-08-26,2025-10-01,36.0,Medium_Value,Website_Banner,Reactivation,Beauty,0.066,12285.51,18.33
909,909,Cross_Sell_Free_Shipping_909,Free_Shipping,0.0,2.84,2025-07-15,2025-07-20,5.0,Low_Value,SMS,Cross_Sell,Unknown,0.132,26411.42,25.23
910,910,Retention_Free_Shipping_910,Free_Shipping,0.0,26.59,2025-05-16,2025-05-29,13.0,All_Customers,Email,Retention,Clothing,0.167,29414.25,21.7
911,911,Retention_Free_Shipping_911,Free_Shipping,0.0,78.48,2025-01-02,2025-01-08,6.0,Low_Value,Push,Retention,Unknown,0.167,29166.67,25.48
912,912,Cross_Sell_Free_Shipping_912,Free_Shipping,0.0,0.0,2025-07-27,2025-08-05,9.0,New_Customer,Website_Banner,Cross_Sell,Clothing,0.126,10662.99,16.5
913,913,Reactivation_BOGO_913,BOGO,0.0,0.0,2024-07-21,2024-08-24,34.0,Medium_Value,Push,Reactivation,Unknown,0.098,41122.1,22.82
914,914,Acquisition_Percentage_Discount_914,Percentage_Discount,16.5,0.0,2025-01-26,2025-02-11,16.0,High_Value,Push,Acquisition,Sports,0.142,30739.26,40.47
915,915,Upsell_BOGO_915,BOGO,0.0,0.0,2024-11-02,2024-11-11,9.0,Low_Value,Social,Upsell,Unknown,0.108,49888.54,5.75
916,916,Reactivation_Fixed_Amount_916,Fixed_Amount,18.43,0.0,2025-05-16,2025-06-13,28.0,Medium_Value,In_App,Reactivation,Unknown,0.15,11532.65,14.8
917,917,Acquisition_BOGO_917,BOGO,0.0,94.13,2024-12-12,2025-02-01,51.0,Medium_Value,SMS,Acquisition,Unknown,0.176,22204.84,28.81
918,918,Acquisition_BOGO_918,BOGO,0.0,82.8,2025-05-26,2025-06-13,18.0,High_Value,SMS,Acquisition,Unknown,0.108,46312.55,39.51
919,919,Retention_BOGO_919,BOGO,0.0,23.06,2024-09-01,2024-09-07,6.0,Lapsed,Push,Retention,Unknown,0.096,17840.35,16.53
920,920,Retention_Free_Shipping_920,Free_Shipping,0.0,0.0,2025-08-03,2025-08-12,9.0,Medium_Value,Email,Retention,Electronics,0.175,39961.47,21.51
921,921,Acquisition_BOGO_921,BOGO,0.0,,2025-04-03,2025-04-19,16.0,Low_Value,Email,Acquisition,Electronics,0.238,22792.9,38.34
922,922,Upsell_BOGO_922,BOGO,0.0,,2025-07-31,2025-08-12,12.0,Low_Value,SMS,Upsell,Beauty,0.167,17597.81,41.64
923,923,Reactivation_BOGO_923,BOGO,0.0,41.63,2025-07-20,2025-09-06,48.0,Low_Value,SMS,Reactivation,Electronics,0.078,41624.89,5.81
924,924,Retention_Free_Shipping_924,Free_Shipping,0.0,83.38,2025-05-10,2025-05-24,14.0,Medium_Value,In_App,Retention,Sports,0.053,32675.59,26.17
925,925,Acquisition_Percentage_Discount_925,Percentage_Discount,46.0,6.99,2025-07-19,2025-08-26,38.0,Low_Value,Social,Acquisition,Unknown,0.109,38843.74,30.86
926,926,Acquisition_Free_Shipping_926,Free_Shipping,0.0,49.02,2025-05-31,2025-07-04,34.0,Low_Value,Push,Acquisition,Unknown,0.077,39077.59,32.96
927,927,Upsell_Fixed_Amount_927,Fixed_Amount,84.34,27.64,2025-04-30,2025-05-05,5.0,All_Customers,SMS,Upsell,Unknown,0.127,37868.77,39.86
928,928,Cross_Sell_BOGO_928,BOGO,0.0,0.0,2024-11-20,2024-11-30,10.0,Low_Value,Social,Cross_Sell,Unknown,0.187,23879.45,14.57
929,929,Cross_Sell_Free_Shipping_929,Free_Shipping,,66.24,2024-07-09,2024-07-27,18.0,New_Customer,Social,Cross_Sell,Unknown,0.2,21682.74,22.43
930,930,Cross_Sell_BOGO_930,BOGO,0.0,0.0,2025-06-06,2025-06-22,16.0,New_Customer,In_App,Cross_Sell,Books,0.135,45628.77,18.92
